time (s),DL Filtering Design 1,DL Filtering Design 2,DL Filtering Design 3,DL Filtering Design 4,DL Filtering Design 5,DL Filtering Design 6,DL Filtering Design 7,ProteinMPNN Design 1
1885,1.227562,1.154261,1.177743,1.121662,1.036224,1.106521,1.09231,1.277005
1885.2,1.228061,1.149639,1.179278,1.121134,1.040187,1.106006,1.092474,1.278432
1885.4,1.229787,1.151487,1.177855,1.123702,1.036026,1.10545,1.088049,1.277645
1885.6,1.228325,1.15548,1.174898,1.122812,1.041808,1.104401,1.087967,1.275924
1885.8,1.228432,1.152161,1.178903,1.12212,1.040759,1.10262,1.088782,1.27837
1886,1.223531,1.1508,1.178072,1.121024,1.038284,1.103958,1.088854,1.277829
1886.2,1.221685,1.152581,1.175304,1.126557,1.037901,1.102264,1.092712,1.2795
1886.4,1.224522,1.154416,1.18014,1.117789,1.03589,1.101723,1.094318,1.273962
1886.6,1.223269,1.146479,1.17723,1.120154,1.042286,1.106789,1.092,1.275358
1886.8,1.22483,1.152742,1.177663,1.124064,1.039027,1.106893,1.091591,1.278523
1887,1.229315,1.151653,1.180687,1.125358,1.037971,1.10426,1.090529,1.273998
1887.2,1.226866,1.147234,1.181245,1.117037,1.037732,1.104301,1.09665,1.27555
1887.4,1.226224,1.155385,1.177825,1.127167,1.040704,1.107063,1.089019,1.279611
1887.6,1.227814,1.149525,1.176799,1.121339,1.039932,1.105707,1.092008,1.275576
1887.8,1.221376,1.151197,1.176011,1.121608,1.03695,1.104146,1.0854,1.277696
1888,1.228706,1.15215,1.178511,1.124418,1.035826,1.108535,1.091314,1.274838
1888.2,1.22357,1.150905,1.17769,1.122459,1.038561,1.105679,1.087359,1.277896
1888.4,1.230923,1.153986,1.177465,1.123435,1.043561,1.106282,1.092158,1.280419
1888.6,1.229643,1.154802,1.174863,1.122336,1.036899,1.109693,1.092798,1.278874
1888.8,1.224052,1.149983,1.176672,1.121952,1.038593,1.106276,1.092874,1.277996
1889,1.232866,1.152515,1.177229,1.124296,1.036424,1.106981,1.09296,1.275641
1889.2,1.226952,1.149696,1.17973,1.121244,1.037154,1.101352,1.092349,1.276444
1889.4,1.225372,1.150826,1.170942,1.121336,1.034999,1.109992,1.092156,1.276779
1889.6,1.2269,1.154461,1.178485,1.122862,1.040995,1.103102,1.092305,1.276092
1889.8,1.227195,1.14652,1.177357,1.120283,1.03984,1.106425,1.092144,1.279541
1890,1.227261,1.148759,1.176142,1.118911,1.040185,1.109663,1.094403,1.278329
1890.2,1.227695,1.149853,1.181656,1.122676,1.039757,1.10391,1.093633,1.27568
1890.4,1.231174,1.148965,1.178334,1.123672,1.039975,1.106516,1.092282,1.279102
1890.6,1.228328,1.151261,1.181641,1.121716,1.042546,1.104434,1.088819,1.283147
1890.8,1.220518,1.151617,1.181207,1.12268,1.041679,1.10779,1.088339,1.278528
1891,1.225562,1.154068,1.17476,1.123084,1.040393,1.107171,1.088924,1.279513
1891.2,1.22384,1.153289,1.180184,1.122483,1.04351,1.107678,1.087559,1.273942
1891.4,1.22888,1.151244,1.176423,1.119387,1.040226,1.104965,1.089601,1.278677
1891.6,1.226021,1.154534,1.179351,1.118927,1.04166,1.103695,1.088512,1.276741
1891.8,1.225171,1.156087,1.174979,1.123838,1.041401,1.106553,1.091618,1.280546
1892,1.227457,1.150333,1.180263,1.126359,1.037677,1.105704,1.091234,1.274858
1892.2,1.225134,1.153727,1.180482,1.120783,1.038669,1.109364,1.086862,1.279234
1892.4,1.22602,1.153191,1.175476,1.121091,1.03576,1.106713,1.092607,1.274712
1892.6,1.228014,1.152694,1.174175,1.122632,1.03806,1.106032,1.091974,1.276377
1892.8,1.224009,1.144863,1.177404,1.120405,1.037153,1.108372,1.086428,1.276875
1893,1.227065,1.144713,1.176304,1.125049,1.040571,1.105099,1.09112,1.273817
1893.2,1.223943,1.15045,1.178275,1.122776,1.041517,1.104903,1.087146,1.277374
1893.4,1.22476,1.148908,1.177613,1.118058,1.039785,1.103014,1.091994,1.27676
1893.6,1.223641,1.148752,1.174123,1.122273,1.04157,1.104137,1.087877,1.279258
1893.8,1.226176,1.146936,1.175611,1.120471,1.036918,1.101797,1.091265,1.277077
1894,1.225786,1.148246,1.179677,1.121969,1.041545,1.105762,1.085403,1.279298
1894.2,1.227526,1.154893,1.182523,1.123186,1.035433,1.106745,1.090294,1.280156
1894.4,1.220277,1.15147,1.175616,1.121016,1.039446,1.107732,1.093262,1.281525
1894.6,1.223499,1.150474,1.175593,1.124565,1.040222,1.106398,1.090279,1.274294
1894.8,1.228121,1.146535,1.178484,1.122938,1.04161,1.107714,1.088104,1.273457
1895,1.227931,1.150578,1.177331,1.11676,1.037191,1.103912,1.08683,1.275017
1895.2,1.22423,1.15151,1.180915,1.122797,1.03822,1.10643,1.087222,1.278603
1895.4,1.22736,1.15234,1.174338,1.122372,1.035192,1.103618,1.089487,1.276739
1895.6,1.229922,1.152948,1.182375,1.121365,1.040608,1.105779,1.088345,1.276603
1895.8,1.224835,1.151537,1.173133,1.119267,1.03881,1.111369,1.08506,1.277939
1896,1.230913,1.150431,1.171402,1.118941,1.038714,1.104248,1.091454,1.278349
1896.2,1.223408,1.150836,1.179341,1.118562,1.037706,1.108218,1.087816,1.277059
1896.4,1.224628,1.14832,1.178978,1.120729,1.039448,1.104244,1.089742,1.279465
1896.6,1.226758,1.152274,1.179749,1.12515,1.035488,1.109311,1.092949,1.278201
1896.8,1.227257,1.15247,1.17981,1.117161,1.036807,1.103653,1.090819,1.277916
1897,1.222914,1.151153,1.177447,1.1241,1.041188,1.108719,1.091457,1.280409
1897.2,1.224634,1.148218,1.17623,1.11968,1.03861,1.103856,1.088304,1.270388
1897.4,1.226614,1.147073,1.1774,1.119345,1.042703,1.10295,1.093332,1.280701
1897.6,1.225562,1.149086,1.17681,1.121224,1.041805,1.108342,1.090951,1.277165
1897.8,1.226514,1.149695,1.176941,1.12071,1.038514,1.107545,1.089159,1.273871
1898,1.225476,1.150209,1.176569,1.120954,1.039774,1.105543,1.090111,1.277431
1898.2,1.224174,1.154229,1.175568,1.122928,1.038778,1.108646,1.090266,1.280671
1898.4,1.224827,1.152179,1.179209,1.122985,1.034894,1.107115,1.090227,1.277191
1898.6,1.229948,1.151071,1.180087,1.123744,1.038276,1.104289,1.09047,1.275979
1898.8,1.229114,1.151622,1.177844,1.122428,1.037551,1.108118,1.090134,1.281621
1899,1.22727,1.151355,1.180742,1.121631,1.037338,1.10867,1.090888,1.277797
1899.2,1.227438,1.150759,1.178612,1.123699,1.040001,1.10587,1.086339,1.279872
1899.4,1.222881,1.1505,1.181513,1.1208,1.036267,1.104611,1.092133,1.281229
1899.6,1.224028,1.150938,1.180503,1.12214,1.0448,1.106424,1.084843,1.278864
1899.8,1.224745,1.14961,1.176953,1.124362,1.041535,1.110244,1.09309,1.278971
1900,1.227025,1.155316,1.183625,1.124358,1.038543,1.105782,1.095312,1.278271
1900.2,1.226665,1.146433,1.178817,1.12299,1.040727,1.108419,1.091584,1.280618
1900.4,1.230396,1.149968,1.17832,1.121662,1.041214,1.106814,1.091906,1.274278
1900.6,1.225113,1.152163,1.176017,1.122322,1.038707,1.105421,1.089592,1.278818
1900.8,1.223082,1.149877,1.181917,1.121959,1.039246,1.105647,1.090117,1.277393
1901,1.22328,1.150451,1.181149,1.120222,1.039705,1.104902,1.093799,1.275969
1901.2,1.225971,1.151532,1.180166,1.120789,1.041449,1.109323,1.091627,1.277076
1901.4,1.226587,1.151494,1.179816,1.12266,1.037477,1.102993,1.090875,1.280178
1901.6,1.228467,1.150466,1.176151,1.121736,1.037992,1.102749,1.091663,1.281281
1901.8,1.226704,1.15352,1.178419,1.120933,1.039488,1.108919,1.089953,1.281825
1902,1.228679,1.151041,1.182067,1.120549,1.039408,1.104017,1.091207,1.278165
1902.2,1.223243,1.148846,1.175312,1.123334,1.0386,1.104655,1.089444,1.278991
1902.4,1.227605,1.152881,1.179309,1.12521,1.039574,1.105344,1.092594,1.277461
1902.6,1.221494,1.147273,1.17633,1.120999,1.040197,1.101147,1.090475,1.276914
1902.8,1.224456,1.148062,1.181279,1.126733,1.038423,1.11079,1.09091,1.27516
1903,1.222358,1.150839,1.175222,1.118627,1.04015,1.105295,1.092986,1.274731
1903.2,1.225097,1.153586,1.17767,1.120379,1.040563,1.104101,1.093293,1.27572
1903.4,1.22544,1.151127,1.184644,1.121201,1.03646,1.108333,1.090826,1.279084
1903.6,1.232128,1.151551,1.179778,1.123678,1.036346,1.10548,1.090155,1.281389
1903.8,1.22598,1.146023,1.177534,1.125306,1.042425,1.104128,1.090549,1.274846
1904,1.22121,1.152502,1.178185,1.123036,1.043614,1.110915,1.09153,1.277037
1904.2,1.2223,1.147131,1.185905,1.119791,1.038499,1.104105,1.088877,1.274824
1904.4,1.229486,1.151355,1.176574,1.124447,1.03778,1.105402,1.090534,1.278779
1904.6,1.222397,1.152083,1.174968,1.121016,1.038642,1.099024,1.087183,1.279548
1904.8,1.227109,1.154735,1.17663,1.120209,1.041798,1.103876,1.091232,1.28044
1905,1.225468,1.146443,1.178652,1.121623,1.037414,1.106943,1.092725,1.275144
1905.2,1.22227,1.151609,1.177886,1.121169,1.036095,1.108538,1.088721,1.276885
1905.4,1.223828,1.14873,1.180661,1.12132,1.038188,1.10242,1.08815,1.276957
1905.6,1.225018,1.15368,1.178587,1.125291,1.040945,1.107153,1.088263,1.2774
1905.8,1.228547,1.152073,1.177725,1.126515,1.039811,1.106335,1.093226,1.279238
1906,1.22551,1.151359,1.176196,1.124646,1.04157,1.109113,1.090099,1.276747
1906.2,1.22317,1.153091,1.17913,1.123459,1.038662,1.106861,1.095828,1.271891
1906.4,1.223901,1.151744,1.176448,1.123436,1.035371,1.107548,1.088914,1.277028
1906.6,1.221719,1.152076,1.177927,1.124445,1.041076,1.108241,1.090792,1.27423
1906.8,1.226733,1.152089,1.177293,1.1215,1.035051,1.10941,1.088749,1.276298
1907,1.22484,1.154324,1.179257,1.126834,1.039196,1.107592,1.08888,1.277533
1907.2,1.223057,1.150346,1.183023,1.122714,1.040347,1.108254,1.09478,1.281417
1907.4,1.226359,1.153681,1.177446,1.121441,1.036807,1.105832,1.087121,1.278637
1907.6,1.224764,1.149727,1.178221,1.122739,1.038791,1.109169,1.085739,1.275959
1907.8,1.225546,1.149774,1.180328,1.122564,1.03854,1.10562,1.08633,1.279092
1908,1.224965,1.151869,1.175571,1.124023,1.042392,1.104313,1.090075,1.277551
1908.2,1.226888,1.151684,1.180939,1.120985,1.039817,1.107214,1.091391,1.277447
1908.4,1.227855,1.149105,1.176399,1.123126,1.040107,1.107137,1.091925,1.278812
1908.6,1.223266,1.155054,1.17873,1.12298,1.039886,1.111542,1.091224,1.27666
1908.8,1.227901,1.152187,1.18144,1.125142,1.037725,1.109766,1.088554,1.277861
1909,1.224692,1.154701,1.17923,1.122494,1.041257,1.107669,1.091089,1.275754
1909.2,1.223275,1.149009,1.177469,1.124495,1.03938,1.106279,1.093221,1.273774
1909.4,1.222841,1.151421,1.178777,1.123925,1.041881,1.10649,1.094079,1.278119
1909.6,1.227414,1.153882,1.177236,1.126305,1.040613,1.10832,1.094192,1.276437
1909.8,1.224415,1.152064,1.184747,1.119851,1.039798,1.106944,1.089397,1.276705
1910,1.229907,1.149784,1.177495,1.124668,1.041106,1.105228,1.087804,1.281276
1910.2,1.229051,1.147037,1.178648,1.124792,1.039336,1.109131,1.089094,1.276547
1910.4,1.225441,1.147944,1.183516,1.12198,1.042471,1.107603,1.091079,1.280832
1910.6,1.224329,1.149969,1.180105,1.122122,1.040637,1.105561,1.091304,1.276931
1910.8,1.227632,1.147603,1.175537,1.121637,1.040519,1.108683,1.088814,1.27602
1911,1.224187,1.15317,1.177551,1.12187,1.038977,1.109657,1.090137,1.279462
1911.2,1.228884,1.152464,1.178796,1.124933,1.040489,1.108743,1.090521,1.274981
1911.4,1.221685,1.147923,1.178064,1.122183,1.039655,1.106353,1.091114,1.277917
1911.6,1.228279,1.153197,1.182216,1.125948,1.041948,1.106128,1.089012,1.277167
1911.8,1.223592,1.149627,1.182813,1.120159,1.039256,1.108548,1.091545,1.277745
1912,1.226239,1.151248,1.178106,1.126356,1.03937,1.104605,1.090197,1.278269
1912.2,1.226993,1.154231,1.177939,1.121542,1.039165,1.105783,1.091452,1.279311
1912.4,1.230297,1.155126,1.175943,1.124509,1.03891,1.103834,1.091492,1.273593
1912.6,1.226907,1.150691,1.175251,1.12136,1.040486,1.107591,1.090441,1.278358
1912.8,1.224745,1.145346,1.177096,1.12047,1.041669,1.108745,1.091016,1.279335
1913,1.226739,1.152914,1.182224,1.12419,1.036144,1.106941,1.09073,1.277506
1913.2,1.227197,1.152659,1.179755,1.122968,1.039025,1.103735,1.090958,1.275152
1913.4,1.228231,1.154115,1.177684,1.121315,1.04022,1.107175,1.093238,1.273242
1913.6,1.225691,1.148692,1.174985,1.120472,1.040492,1.107272,1.090301,1.279928
1913.8,1.221891,1.155388,1.178125,1.123279,1.040315,1.111311,1.089111,1.276402
1914,1.228595,1.156429,1.180613,1.120549,1.039253,1.10608,1.089241,1.281989
1914.2,1.227489,1.151047,1.176203,1.122701,1.040196,1.108262,1.091377,1.280703
1914.4,1.225912,1.154324,1.175841,1.128784,1.040032,1.105898,1.094041,1.277776
1914.6,1.229383,1.152383,1.181947,1.126814,1.039123,1.110105,1.091352,1.276142
1914.8,1.222009,1.155086,1.17634,1.123319,1.038908,1.105466,1.089319,1.279576
1915,1.227353,1.154001,1.17766,1.124012,1.038571,1.106287,1.089679,1.278772
1915.2,1.224864,1.150147,1.177651,1.120624,1.039446,1.105285,1.092035,1.27768
1915.4,1.230456,1.15255,1.179923,1.122729,1.042501,1.107194,1.08882,1.282741
1915.6,1.225206,1.156293,1.177044,1.122908,1.040159,1.108025,1.092991,1.278365
1915.8,1.220198,1.150322,1.17789,1.122592,1.03944,1.104849,1.085843,1.278154
1916,1.225706,1.151299,1.177186,1.127075,1.042301,1.107301,1.093581,1.277954
1916.2,1.225454,1.151914,1.174126,1.123669,1.037726,1.109626,1.089795,1.273206
1916.4,1.227209,1.149875,1.17619,1.120763,1.04224,1.109453,1.085145,1.278295
1916.6,1.225865,1.149913,1.176103,1.121261,1.039667,1.109802,1.089867,1.274595
1916.8,1.223126,1.153606,1.175906,1.123482,1.038273,1.104181,1.089148,1.278603
1917,1.22302,1.151503,1.175779,1.122375,1.041383,1.107182,1.093644,1.277055
1917.2,1.219856,1.15616,1.181061,1.124082,1.040358,1.106913,1.088217,1.281896
1917.4,1.227529,1.15668,1.17545,1.12306,1.039302,1.109658,1.090993,1.274761
1917.6,1.222497,1.149379,1.173806,1.123224,1.039248,1.104308,1.087468,1.276349
1917.8,1.223881,1.151123,1.17637,1.12294,1.042127,1.109219,1.088106,1.277508
1918,1.227764,1.15238,1.183944,1.124781,1.039469,1.102562,1.088589,1.275034
1918.2,1.228678,1.152664,1.175514,1.121895,1.037698,1.107813,1.090363,1.277519
1918.4,1.22976,1.153719,1.177934,1.125365,1.040356,1.104967,1.090647,1.279077
1918.6,1.223605,1.151314,1.17586,1.120959,1.038333,1.110139,1.091424,1.280052
1918.8,1.224157,1.149905,1.172796,1.124403,1.037399,1.109353,1.086855,1.278712
1919,1.225185,1.146479,1.181033,1.126491,1.040976,1.108482,1.090795,1.280471
1919.2,1.227541,1.15385,1.175227,1.12363,1.039603,1.104309,1.093138,1.277725
1919.4,1.225567,1.145928,1.178129,1.12067,1.042081,1.110434,1.091682,1.28269
1919.6,1.221474,1.15229,1.178366,1.127323,1.03786,1.103391,1.090229,1.280103
1919.8,1.2238,1.14906,1.177019,1.121794,1.034198,1.102835,1.089136,1.273007
1920,1.229311,1.150972,1.178101,1.12158,1.039216,1.101992,1.09374,1.274421
1920.2,1.22395,1.149863,1.178889,1.122913,1.036964,1.105883,1.091534,1.279189
1920.4,1.224117,1.150712,1.17579,1.11791,1.038471,1.105507,1.091621,1.277105
1920.6,1.225823,1.151839,1.178632,1.120331,1.038935,1.107334,1.087793,1.277205
1920.8,1.226281,1.150456,1.17557,1.123905,1.039604,1.107235,1.091281,1.280014
1921,1.229166,1.152854,1.178033,1.121052,1.037956,1.107053,1.089686,1.280558
1921.2,1.221299,1.150194,1.176111,1.124052,1.041028,1.105262,1.089857,1.276582
1921.4,1.226291,1.147346,1.175266,1.121224,1.038556,1.110773,1.091474,1.27898
1921.6,1.22823,1.153071,1.174987,1.124443,1.042586,1.105225,1.090488,1.277586
1921.8,1.225665,1.149115,1.183329,1.122279,1.040718,1.110117,1.0893,1.276682
1922,1.225938,1.149819,1.177583,1.122139,1.036959,1.106516,1.091202,1.273471
1922.2,1.226294,1.152393,1.184119,1.119963,1.03764,1.108757,1.089405,1.278957
1922.4,1.227908,1.147188,1.177423,1.120475,1.037554,1.111036,1.088666,1.276662
1922.6,1.22446,1.149909,1.182382,1.120256,1.040869,1.109671,1.091316,1.276264
1922.8,1.227328,1.146609,1.179872,1.12445,1.040499,1.107201,1.08979,1.280796
1923,1.222554,1.149621,1.173954,1.120013,1.037331,1.108936,1.086607,1.275221
1923.2,1.219565,1.151837,1.177463,1.122321,1.037821,1.107405,1.092096,1.277389
1923.4,1.224876,1.149238,1.175884,1.120922,1.038555,1.102336,1.092152,1.274534
1923.6,1.226085,1.146514,1.179517,1.124661,1.040647,1.108854,1.093496,1.277503
1923.8,1.231611,1.152553,1.177686,1.125381,1.040496,1.106894,1.088681,1.277655
1924,1.225547,1.152841,1.174857,1.124144,1.03627,1.104837,1.090935,1.278253
1924.2,1.223328,1.152979,1.175963,1.126319,1.038097,1.103677,1.091591,1.279378
1924.4,1.227012,1.150195,1.177149,1.120638,1.039906,1.109063,1.08955,1.280923
1924.6,1.217706,1.149052,1.181839,1.120424,1.035719,1.107599,1.094675,1.277856
1924.8,1.227114,1.148658,1.174878,1.122062,1.038666,1.107051,1.09233,1.280789
1925,1.229258,1.151764,1.17433,1.117389,1.03774,1.110929,1.090979,1.281102
1925.2,1.22191,1.145789,1.175036,1.119543,1.036137,1.10575,1.093879,1.277108
1925.4,1.227512,1.150032,1.173285,1.122719,1.041524,1.105242,1.088913,1.277097
1925.6,1.226511,1.150734,1.178609,1.123495,1.036865,1.106503,1.08699,1.281802
1925.8,1.229978,1.149418,1.178252,1.120828,1.039408,1.107674,1.09593,1.275768
1926,1.222641,1.153755,1.180847,1.123001,1.039514,1.10737,1.086242,1.277572
1926.2,1.225483,1.150482,1.174835,1.122266,1.041655,1.105664,1.091691,1.27716
1926.4,1.231678,1.150799,1.17519,1.122095,1.041025,1.105215,1.090142,1.277277
1926.6,1.223637,1.151592,1.173349,1.11791,1.038493,1.110095,1.091229,1.277704
1926.8,1.229187,1.151925,1.177793,1.123199,1.037469,1.108547,1.091635,1.278734
1927,1.22606,1.149904,1.179518,1.12536,1.035843,1.108663,1.084035,1.273371
1927.2,1.2293,1.150136,1.175113,1.123137,1.040495,1.106952,1.089491,1.273279
1927.4,1.226474,1.152547,1.178967,1.122075,1.038319,1.102504,1.093712,1.276168
1927.6,1.224813,1.147326,1.18065,1.123356,1.037751,1.106051,1.092995,1.274624
1927.8,1.224137,1.145976,1.173193,1.117583,1.038743,1.106346,1.09021,1.279218
1928,1.224892,1.151278,1.175731,1.123392,1.042548,1.10037,1.092923,1.282363
1928.2,1.226489,1.150239,1.17864,1.119219,1.038132,1.106501,1.084472,1.275331
1928.4,1.223287,1.144025,1.180864,1.118511,1.038896,1.106716,1.091527,1.276463
1928.6,1.225914,1.151366,1.181002,1.117998,1.036574,1.109863,1.091761,1.276414
1928.8,1.22424,1.152221,1.177735,1.122549,1.042169,1.108726,1.088334,1.278748
1929,1.226222,1.15237,1.179123,1.124426,1.041412,1.107508,1.083784,1.277125
1929.2,1.223988,1.150587,1.177776,1.116999,1.035139,1.108322,1.08894,1.27986
1929.4,1.225058,1.149008,1.175711,1.123252,1.038874,1.104352,1.089489,1.277909
1929.6,1.226919,1.145539,1.179563,1.127991,1.038074,1.104271,1.086821,1.277983
1929.8,1.229029,1.152187,1.179769,1.125852,1.035433,1.104256,1.091643,1.278749
1930,1.225492,1.154514,1.178455,1.125861,1.04324,1.110625,1.094238,1.277557
1930.2,1.228419,1.147241,1.177715,1.123177,1.036221,1.110007,1.090235,1.279136
1930.4,1.224632,1.146994,1.176418,1.124256,1.04007,1.107938,1.091624,1.279165
1930.6,1.226606,1.150804,1.177676,1.123759,1.040092,1.110045,1.090914,1.273393
1930.8,1.224669,1.149379,1.178503,1.124174,1.039224,1.10929,1.088574,1.279503
1931,1.222488,1.149515,1.176384,1.121252,1.043145,1.110907,1.094438,1.277462
1931.2,1.22722,1.146456,1.179042,1.123805,1.040399,1.10748,1.091144,1.275861
1931.4,1.22745,1.150746,1.17716,1.123344,1.042235,1.105246,1.093709,1.279329
1931.6,1.227073,1.14862,1.176347,1.12652,1.039476,1.102433,1.092922,1.279394
1931.8,1.226259,1.154467,1.176587,1.126139,1.042847,1.10976,1.085304,1.276255
1932,1.223714,1.152927,1.179321,1.117528,1.03766,1.111393,1.089746,1.279135
1932.2,1.218123,1.149999,1.17664,1.123262,1.038341,1.107067,1.085688,1.280369
1932.4,1.228702,1.152973,1.177525,1.12376,1.039553,1.109074,1.090452,1.276281
1932.6,1.227403,1.151721,1.171042,1.117053,1.041104,1.109178,1.08668,1.278939
1932.8,1.228294,1.147022,1.176171,1.126152,1.034543,1.109291,1.088786,1.277555
1933,1.227974,1.151063,1.179806,1.126559,1.038697,1.109776,1.085587,1.277783
1933.2,1.225922,1.148912,1.176241,1.126674,1.037847,1.108845,1.090484,1.282086
1933.4,1.224255,1.146101,1.176032,1.120475,1.037006,1.10402,1.09551,1.277426
1933.6,1.223038,1.148436,1.181156,1.12264,1.038182,1.111603,1.087232,1.27495
1933.8,1.223774,1.152279,1.17772,1.12374,1.040318,1.100685,1.094362,1.276078
1934,1.223789,1.147681,1.175122,1.122974,1.033598,1.106891,1.091751,1.275408
1934.2,1.2264,1.146164,1.17872,1.130755,1.039182,1.109631,1.08862,1.279727
1934.4,1.225362,1.151886,1.177934,1.121773,1.039873,1.106404,1.084548,1.282613
1934.6,1.226409,1.151851,1.1753,1.118906,1.035372,1.107939,1.091328,1.277735
1934.8,1.226139,1.147961,1.176759,1.125293,1.038945,1.107454,1.088108,1.279196
1935,1.226071,1.15192,1.179426,1.121755,1.041277,1.111996,1.08838,1.275447
1935.2,1.228223,1.148964,1.17546,1.121567,1.041971,1.107822,1.089076,1.277715
1935.4,1.222554,1.150088,1.176935,1.122724,1.038752,1.10373,1.087071,1.277718
1935.6,1.226133,1.146664,1.176985,1.12376,1.037853,1.1054,1.092044,1.277027
1935.8,1.227716,1.149954,1.177017,1.119546,1.0414,1.107126,1.091254,1.276669
1936,1.222616,1.150449,1.176958,1.117703,1.040888,1.108153,1.092952,1.275407
1936.2,1.224733,1.146135,1.176347,1.122223,1.04105,1.109514,1.091089,1.275735
1936.4,1.229043,1.151392,1.179667,1.122042,1.03343,1.105255,1.091355,1.275133
1936.6,1.228374,1.147343,1.173249,1.115643,1.038707,1.105433,1.092297,1.274035
1936.8,1.225472,1.152494,1.179268,1.122214,1.038555,1.10147,1.096084,1.282032
1937,1.227512,1.148317,1.176799,1.123761,1.041606,1.111056,1.088347,1.277306
1937.2,1.225073,1.150096,1.174407,1.124533,1.042964,1.106794,1.092889,1.27619
1937.4,1.227475,1.153684,1.182529,1.120416,1.040816,1.108252,1.091697,1.27716
1937.6,1.22436,1.149626,1.184598,1.124062,1.038596,1.108627,1.090559,1.281008
1937.8,1.226012,1.151526,1.179124,1.122755,1.040566,1.1107,1.093232,1.276512
1938,1.216424,1.148372,1.178407,1.121588,1.037781,1.108693,1.088713,1.276698
1938.2,1.223109,1.14878,1.180969,1.123705,1.041275,1.103313,1.088532,1.280144
1938.4,1.219458,1.149436,1.175034,1.122291,1.038836,1.104168,1.09061,1.275849
1938.6,1.224504,1.147113,1.174899,1.125131,1.038481,1.105823,1.08268,1.27479
1938.8,1.226282,1.149581,1.18245,1.122483,1.04047,1.105493,1.090852,1.273821
1939,1.223822,1.15251,1.173832,1.122022,1.041852,1.106583,1.089944,1.278986
1939.2,1.227224,1.150937,1.176129,1.119288,1.040561,1.104671,1.091125,1.281068
1939.4,1.223866,1.148661,1.179407,1.125798,1.037014,1.110227,1.091843,1.273633
1939.6,1.225251,1.149908,1.175807,1.122959,1.039174,1.104073,1.090444,1.277464
1939.8,1.223653,1.146491,1.176622,1.122254,1.039723,1.105796,1.091502,1.278182
1940,1.22694,1.153738,1.177186,1.123688,1.038255,1.104152,1.090183,1.2773
1940.2,1.222607,1.14952,1.173532,1.12063,1.039434,1.104879,1.087949,1.277203
1940.4,1.223417,1.146701,1.175619,1.122877,1.041121,1.106958,1.090292,1.276679
1940.6,1.226033,1.150601,1.175738,1.122507,1.040839,1.104618,1.089475,1.28036
1940.8,1.226897,1.148419,1.177517,1.12096,1.037144,1.109098,1.091781,1.276468
1941,1.224345,1.147778,1.176192,1.123108,1.038056,1.111837,1.091449,1.279285
1941.2,1.223766,1.149189,1.178331,1.122217,1.035963,1.104784,1.090296,1.27496
1941.4,1.222764,1.145409,1.175837,1.121855,1.037828,1.10522,1.087884,1.276064
1941.6,1.224674,1.151774,1.179262,1.121224,1.036815,1.109003,1.090954,1.275036
1941.8,1.224598,1.149154,1.175166,1.122187,1.03658,1.11143,1.092051,1.277366
1942,1.220384,1.155547,1.177032,1.123045,1.041315,1.103992,1.08662,1.275303
1942.2,1.22537,1.154084,1.175989,1.118901,1.041093,1.103305,1.092871,1.27436
1942.4,1.222439,1.14891,1.178302,1.121922,1.038596,1.108275,1.087029,1.279018
1942.6,1.223543,1.150876,1.174141,1.121941,1.040166,1.107297,1.088447,1.278849
1942.8,1.22424,1.150109,1.180131,1.118095,1.038707,1.10579,1.092962,1.276578
1943,1.228727,1.148132,1.175398,1.122678,1.038032,1.107752,1.088101,1.277195
1943.2,1.227435,1.153732,1.178461,1.120844,1.0388,1.106388,1.09466,1.272127
1943.4,1.222919,1.145337,1.179822,1.1178,1.038063,1.110295,1.089455,1.278773
1943.6,1.223444,1.148625,1.17352,1.124349,1.038671,1.108978,1.090796,1.27735
1943.8,1.223822,1.150369,1.177842,1.122425,1.039712,1.107379,1.086831,1.27617
1944,1.227389,1.150922,1.179343,1.124376,1.044017,1.107534,1.094989,1.27757
1944.2,1.225101,1.148247,1.174368,1.121163,1.038058,1.110933,1.090896,1.275145
1944.4,1.219194,1.14923,1.175076,1.123289,1.038203,1.104425,1.085038,1.275242
1944.6,1.228104,1.150344,1.173802,1.126921,1.040267,1.109173,1.089897,1.274534
1944.8,1.224526,1.146322,1.177438,1.125139,1.040224,1.108696,1.086639,1.273754
1945,1.227641,1.150825,1.175029,1.118502,1.0408,1.11128,1.091052,1.275821
1945.2,1.225659,1.149169,1.175241,1.121224,1.041092,1.107545,1.092511,1.278017
1945.4,1.229545,1.149804,1.177642,1.124459,1.038087,1.10322,1.090594,1.278541
1945.6,1.221795,1.150032,1.178786,1.121751,1.040886,1.108353,1.090099,1.278172
1945.8,1.223427,1.14894,1.175092,1.116964,1.040094,1.102561,1.090416,1.277496
1946,1.223727,1.15172,1.176279,1.122296,1.041067,1.100245,1.088597,1.277284
1946.2,1.220179,1.149715,1.17578,1.123679,1.035126,1.105334,1.086829,1.278197
1946.4,1.22441,1.149248,1.178284,1.119174,1.043775,1.109892,1.089105,1.274389
1946.6,1.225184,1.15041,1.175909,1.127206,1.04008,1.109474,1.093415,1.275669
1946.8,1.222014,1.149741,1.184405,1.120664,1.034836,1.109455,1.08556,1.274539
1947,1.221523,1.145789,1.179313,1.122224,1.036466,1.111949,1.089772,1.280164
