time (s),DL Filtering Design 1,DL Filtering Design 2,DL Filtering Design 3,DL Filtering Design 4,DL Filtering Design 5,DL Filtering Design 6,DL Filtering Design 7,ProteinMPNN Design 1
585.8,1.220416,1.148786,1.161842,1.112713,1.036766,1.111215,1.087834,1.274659
586,1.222017,1.144411,1.168859,1.110879,1.036568,1.111139,1.080661,1.276006
586.2,1.221247,1.148482,1.161878,1.112128,1.042148,1.118484,1.084235,1.278301
586.4,1.226023,1.142513,1.162848,1.116355,1.042085,1.110899,1.083889,1.278168
586.6,1.221934,1.150984,1.163144,1.114724,1.037582,1.117053,1.086193,1.279437
586.8,1.222911,1.14778,1.166063,1.11405,1.040015,1.109809,1.081807,1.278687
587,1.221663,1.151212,1.164939,1.11694,1.037181,1.114704,1.081498,1.276284
587.2,1.218015,1.152581,1.163555,1.117253,1.040735,1.115201,1.081708,1.279516
587.4,1.2231,1.146608,1.164262,1.116009,1.038238,1.112078,1.086997,1.277471
587.6,1.223503,1.143324,1.163555,1.116713,1.035295,1.112646,1.086516,1.277069
587.8,1.221964,1.144531,1.163816,1.115425,1.040196,1.11316,1.084625,1.275226
588,1.21978,1.145204,1.161371,1.109158,1.037181,1.110131,1.086157,1.27191
588.2,1.224662,1.149214,1.163416,1.112088,1.039165,1.113197,1.080327,1.272523
588.4,1.223814,1.148637,1.166637,1.113054,1.039204,1.1139,1.086406,1.276916
588.6,1.223417,1.150448,1.163739,1.108195,1.042856,1.11491,1.083184,1.270805
588.8,1.220865,1.149718,1.162545,1.11612,1.038889,1.113593,1.08329,1.276351
589,1.225908,1.148866,1.164496,1.119336,1.042796,1.119536,1.084316,1.276626
589.2,1.225007,1.146551,1.162502,1.11233,1.03984,1.119938,1.079871,1.277296
589.4,1.221595,1.147938,1.16043,1.111687,1.036026,1.11678,1.084127,1.279687
589.6,1.222759,1.145796,1.163786,1.116392,1.042051,1.112532,1.087867,1.27971
589.8,1.221598,1.142513,1.164122,1.116204,1.037085,1.114384,1.084192,1.277694
590,1.219568,1.146664,1.161767,1.109535,1.035791,1.110109,1.081268,1.274966
590.2,1.221603,1.143963,1.163567,1.115199,1.0398,1.115005,1.081622,1.274854
590.4,1.219052,1.144708,1.164859,1.113608,1.035128,1.111771,1.084561,1.271609
590.6,1.218787,1.144747,1.168313,1.113068,1.039954,1.114657,1.08333,1.274791
590.8,1.221035,1.144503,1.174489,1.113252,1.04336,1.115538,1.085204,1.281589
591,1.221058,1.147353,1.168038,1.112711,1.03648,1.112777,1.084,1.273344
591.2,1.224351,1.146571,1.160386,1.11284,1.040547,1.11544,1.083212,1.272746
591.4,1.223796,1.144181,1.165011,1.115512,1.041638,1.11574,1.083219,1.2756
591.6,1.222149,1.14651,1.167789,1.117643,1.040394,1.11556,1.085333,1.275546
591.8,1.220994,1.144289,1.166508,1.11197,1.040255,1.115772,1.083241,1.273887
592,1.224367,1.146475,1.169358,1.111019,1.040657,1.111563,1.086825,1.277457
592.2,1.222548,1.146351,1.157124,1.11108,1.037993,1.112562,1.085345,1.274293
592.4,1.221223,1.149166,1.166489,1.112089,1.038395,1.109938,1.083273,1.281987
592.6,1.22388,1.143812,1.159993,1.112656,1.04093,1.11263,1.08143,1.276935
592.8,1.223412,1.146064,1.166723,1.118515,1.041589,1.11527,1.084714,1.277806
593,1.225023,1.144422,1.162066,1.114057,1.041834,1.117871,1.080489,1.277853
593.2,1.223696,1.148588,1.158979,1.112955,1.040075,1.113754,1.086958,1.276274
593.4,1.221526,1.147574,1.16038,1.115069,1.042043,1.115629,1.085353,1.277614
593.6,1.220982,1.146366,1.162336,1.114204,1.038961,1.112904,1.083651,1.280768
593.8,1.218227,1.148486,1.162873,1.1141,1.03845,1.11544,1.084056,1.277919
594,1.222354,1.146706,1.162547,1.117584,1.034583,1.11375,1.082817,1.272797
594.2,1.221033,1.142232,1.166073,1.111621,1.040402,1.115875,1.08196,1.277195
594.4,1.22058,1.147041,1.167307,1.11405,1.035161,1.113033,1.083878,1.275797
594.6,1.218884,1.148785,1.164881,1.111626,1.040506,1.113025,1.086862,1.273489
594.8,1.224247,1.146212,1.16618,1.11517,1.041459,1.114205,1.085992,1.280457
595,1.217717,1.145509,1.164123,1.113583,1.039015,1.114944,1.082383,1.274301
595.2,1.222066,1.142712,1.163297,1.113252,1.037435,1.117568,1.083301,1.277925
595.4,1.223809,1.146353,1.166983,1.114112,1.040255,1.11273,1.083212,1.273772
595.6,1.21951,1.149253,1.163171,1.114415,1.043046,1.115312,1.081426,1.274397
595.8,1.220209,1.147024,1.162938,1.113643,1.041915,1.115496,1.086581,1.275222
596,1.225686,1.145256,1.16325,1.113822,1.0405,1.114557,1.080095,1.274899
596.2,1.225803,1.145549,1.16478,1.114877,1.039972,1.112664,1.083599,1.276732
596.4,1.228607,1.147911,1.165776,1.114878,1.036334,1.117745,1.085788,1.269749
596.6,1.219318,1.145447,1.161762,1.115353,1.038871,1.118261,1.080513,1.278396
596.8,1.218657,1.14819,1.162503,1.113497,1.037131,1.113593,1.086321,1.277491
597,1.220201,1.143659,1.159634,1.109555,1.041572,1.113955,1.084997,1.275555
597.2,1.219649,1.14734,1.164518,1.114455,1.039029,1.11085,1.085883,1.278742
597.4,1.221339,1.143216,1.166895,1.107738,1.040074,1.115705,1.082178,1.275748
597.6,1.221392,1.14684,1.162619,1.113729,1.037885,1.113628,1.085827,1.277142
597.8,1.223675,1.142533,1.163398,1.11636,1.038177,1.112707,1.08302,1.277151
598,1.222427,1.14265,1.162626,1.111527,1.039794,1.112015,1.083288,1.274959
598.2,1.220652,1.142206,1.165611,1.113117,1.039142,1.117704,1.083065,1.274668
598.4,1.219915,1.141628,1.16328,1.110007,1.041178,1.114124,1.081981,1.27617
598.6,1.222481,1.142641,1.160446,1.112752,1.037943,1.111634,1.084591,1.276715
598.8,1.225049,1.146031,1.162722,1.114721,1.03744,1.11362,1.082082,1.279759
599,1.223062,1.141392,1.16461,1.112667,1.035155,1.111428,1.081412,1.27407
599.2,1.218458,1.14711,1.164459,1.114668,1.038379,1.112547,1.083147,1.274844
599.4,1.220779,1.14512,1.159432,1.110899,1.040986,1.116407,1.081499,1.278432
599.6,1.223068,1.142998,1.16668,1.112228,1.034685,1.112435,1.084286,1.276306
599.8,1.218822,1.144042,1.164033,1.119932,1.039811,1.116977,1.08008,1.278281
600,1.22009,1.142876,1.166078,1.112471,1.037637,1.110684,1.08526,1.277949
600.2,1.220249,1.143347,1.163295,1.116258,1.035284,1.11107,1.084217,1.28074
600.4,1.21873,1.143374,1.162495,1.113196,1.037361,1.113228,1.085535,1.275475
600.6,1.223331,1.1501,1.167058,1.112377,1.039166,1.111549,1.077841,1.274006
600.8,1.220423,1.145772,1.169156,1.111344,1.038822,1.112573,1.085097,1.277145
601,1.225751,1.145748,1.164052,1.112814,1.035234,1.111525,1.080259,1.275639
601.2,1.213836,1.142368,1.161744,1.114571,1.039275,1.111873,1.082121,1.273502
601.4,1.220133,1.147231,1.162232,1.113338,1.039884,1.111297,1.084867,1.27738
601.6,1.221224,1.144411,1.1678,1.113725,1.036498,1.116919,1.084014,1.271935
601.8,1.222625,1.14507,1.162285,1.11214,1.037918,1.113094,1.08186,1.277028
602,1.220098,1.14309,1.162286,1.116689,1.039025,1.112451,1.085837,1.275534
602.2,1.222815,1.139035,1.169326,1.112456,1.038343,1.11492,1.085948,1.274683
602.4,1.222702,1.144156,1.160417,1.113414,1.038323,1.114038,1.083727,1.27438
602.6,1.222828,1.14327,1.15992,1.113537,1.039508,1.111348,1.084316,1.27554
602.8,1.219698,1.143746,1.162727,1.111942,1.038414,1.110611,1.084198,1.277078
603,1.227631,1.144143,1.164261,1.111877,1.040501,1.113227,1.082553,1.278717
603.2,1.220825,1.143582,1.166142,1.113974,1.040966,1.115136,1.085477,1.277232
603.4,1.219821,1.143293,1.160869,1.11175,1.038439,1.110456,1.077731,1.273317
603.6,1.21916,1.14531,1.160286,1.112614,1.037729,1.114266,1.084092,1.273024
603.8,1.221325,1.142232,1.164238,1.111769,1.043992,1.113206,1.083169,1.27686
604,1.221915,1.14263,1.162438,1.112766,1.038098,1.118372,1.082185,1.277166
604.2,1.221601,1.144424,1.162266,1.112395,1.04069,1.114039,1.086012,1.272933
604.4,1.2192,1.144229,1.160622,1.113831,1.039119,1.115661,1.084791,1.276588
604.6,1.221101,1.145955,1.163126,1.109928,1.037835,1.111736,1.084155,1.274124
604.8,1.220395,1.142273,1.163546,1.11236,1.039079,1.113768,1.080799,1.275803
605,1.218251,1.145026,1.168236,1.112377,1.038772,1.114437,1.082831,1.278754
605.2,1.218894,1.148265,1.165462,1.113079,1.038884,1.113541,1.085078,1.27417
605.4,1.220024,1.143313,1.163898,1.112892,1.037101,1.114249,1.081501,1.275587
605.6,1.220931,1.145539,1.166397,1.111366,1.039287,1.114093,1.085745,1.276714
605.8,1.221779,1.148142,1.167639,1.112497,1.039609,1.115312,1.081776,1.278527
606,1.221827,1.147012,1.161353,1.114852,1.037905,1.118508,1.080971,1.276044
606.2,1.219131,1.140589,1.163923,1.110108,1.042078,1.113673,1.083815,1.276067
606.4,1.222542,1.147421,1.165594,1.111895,1.03901,1.112519,1.085293,1.277208
606.6,1.225017,1.147977,1.164922,1.111602,1.040765,1.112967,1.079666,1.273357
606.8,1.222497,1.145642,1.165101,1.11097,1.040941,1.117568,1.082678,1.272522
607,1.220637,1.143605,1.161854,1.110942,1.037274,1.113811,1.081292,1.277208
607.2,1.220344,1.145489,1.16036,1.112506,1.041566,1.114039,1.081256,1.273774
607.4,1.221653,1.143747,1.162085,1.111769,1.040268,1.112863,1.082727,1.274041
607.6,1.223206,1.14828,1.165162,1.113994,1.039597,1.114117,1.080596,1.275506
607.8,1.223883,1.145717,1.16238,1.113248,1.039238,1.116139,1.081191,1.276063
608,1.217786,1.145604,1.164942,1.114387,1.039211,1.114873,1.079254,1.282763
608.2,1.220761,1.143412,1.162886,1.119988,1.036583,1.112553,1.079338,1.277167
608.4,1.223715,1.141271,1.163654,1.108645,1.036651,1.11552,1.083385,1.276009
608.6,1.220884,1.143172,1.163726,1.111859,1.036054,1.110712,1.081907,1.278059
608.8,1.219069,1.144787,1.161738,1.117591,1.039053,1.117993,1.081623,1.275249
609,1.219015,1.145951,1.165456,1.113745,1.040183,1.114729,1.085212,1.277865
609.2,1.224701,1.14179,1.163674,1.113155,1.035193,1.113914,1.084252,1.272866
609.4,1.224049,1.144056,1.159584,1.11344,1.036277,1.110371,1.079424,1.277508
609.6,1.221283,1.147256,1.158767,1.112718,1.036057,1.109355,1.079625,1.274006
609.8,1.219611,1.14511,1.163506,1.107423,1.036796,1.115976,1.077434,1.275178
610,1.219871,1.145182,1.163749,1.111888,1.035833,1.111056,1.078398,1.27523
610.2,1.220932,1.146079,1.164826,1.109965,1.042584,1.11376,1.085146,1.27558
610.4,1.223359,1.1436,1.167661,1.113827,1.036569,1.118697,1.085216,1.275015
610.6,1.222042,1.145859,1.161718,1.112337,1.039514,1.113492,1.082928,1.27317
610.8,1.219872,1.142379,1.164751,1.111455,1.032281,1.115023,1.0787,1.275406
611,1.222177,1.146386,1.168013,1.106918,1.035283,1.118426,1.083244,1.277219
611.2,1.220805,1.146195,1.162262,1.113119,1.034914,1.110878,1.081977,1.275521
611.4,1.223109,1.142773,1.164002,1.109405,1.037376,1.111177,1.084399,1.277986
611.6,1.223527,1.142307,1.159959,1.112508,1.039832,1.111943,1.083325,1.271932
611.8,1.223575,1.145629,1.156016,1.111838,1.036376,1.112246,1.080103,1.27417
612,1.220229,1.142948,1.161946,1.111301,1.041875,1.11438,1.081093,1.274417
612.2,1.222091,1.147174,1.164387,1.109328,1.038355,1.114214,1.079078,1.278757
612.4,1.223035,1.146942,1.161543,1.113622,1.03903,1.110686,1.078654,1.277468
612.6,1.223266,1.147267,1.160809,1.112111,1.038416,1.11375,1.077721,1.273149
612.8,1.220117,1.146371,1.164329,1.11009,1.038913,1.11239,1.082339,1.271303
613,1.223513,1.143677,1.163257,1.113726,1.035418,1.114111,1.086572,1.274166
613.2,1.21807,1.145071,1.167006,1.109021,1.035285,1.114671,1.085016,1.272971
613.4,1.220373,1.1431,1.164495,1.113652,1.036899,1.111343,1.082912,1.276645
613.6,1.222668,1.149879,1.16142,1.113001,1.035592,1.114309,1.079682,1.274684
613.8,1.220898,1.147359,1.163511,1.111651,1.037412,1.113298,1.080294,1.278982
614,1.222217,1.143623,1.160019,1.111147,1.036121,1.111214,1.080759,1.276049
614.2,1.218665,1.144805,1.166007,1.116518,1.033382,1.111177,1.082693,1.276378
614.4,1.223212,1.145179,1.1694,1.110804,1.037141,1.109054,1.085966,1.276759
614.6,1.219315,1.142189,1.157174,1.113747,1.03602,1.113561,1.083614,1.27038
614.8,1.220327,1.143379,1.159731,1.113599,1.038899,1.115912,1.083571,1.276146
615,1.220659,1.141535,1.166047,1.110772,1.039139,1.113253,1.083042,1.276478
615.2,1.220675,1.143389,1.164424,1.109748,1.038179,1.108228,1.081089,1.278556
615.4,1.221041,1.148861,1.160535,1.109017,1.035989,1.111519,1.083036,1.270939
615.6,1.220119,1.14713,1.165648,1.112168,1.038861,1.117851,1.08451,1.27627
615.8,1.22273,1.141506,1.159181,1.110832,1.039229,1.110455,1.080015,1.275393
616,1.222227,1.146681,1.160019,1.112965,1.040591,1.108927,1.083081,1.274838
616.2,1.220884,1.144156,1.161615,1.10728,1.039332,1.111838,1.082192,1.276101
616.4,1.22333,1.14157,1.162209,1.112722,1.040715,1.111699,1.081657,1.278018
616.6,1.22184,1.140139,1.161611,1.111741,1.035853,1.111411,1.086614,1.274756
616.8,1.222244,1.142358,1.160881,1.116621,1.038531,1.116115,1.083899,1.273759
617,1.221154,1.144391,1.15972,1.116545,1.037857,1.111344,1.082296,1.273336
617.2,1.219998,1.143885,1.164328,1.110477,1.036489,1.113101,1.080457,1.276504
617.4,1.219608,1.147828,1.162736,1.113849,1.039179,1.109838,1.079484,1.275068
617.6,1.22002,1.14504,1.163155,1.112765,1.035174,1.113047,1.080954,1.276357
617.8,1.217581,1.146407,1.160534,1.109503,1.03485,1.116572,1.080685,1.271203
618,1.219611,1.14167,1.162817,1.111625,1.034151,1.116682,1.079596,1.270269
618.2,1.217716,1.138129,1.162923,1.11327,1.037151,1.110309,1.081576,1.272654
618.4,1.221476,1.145489,1.156317,1.115158,1.038749,1.112007,1.079521,1.274469
618.6,1.22402,1.142471,1.161035,1.108152,1.034742,1.112198,1.082955,1.273989
618.8,1.21506,1.141757,1.161885,1.109197,1.037675,1.110966,1.081916,1.276053
619,1.216568,1.144515,1.163076,1.107875,1.038131,1.106714,1.0842,1.274994
619.2,1.221022,1.14359,1.159083,1.112549,1.038994,1.114,1.080665,1.276226
619.4,1.220992,1.144044,1.16071,1.111373,1.036346,1.116505,1.08463,1.275854
619.6,1.22404,1.137739,1.162392,1.10941,1.037017,1.112917,1.083946,1.276422
619.8,1.220915,1.142962,1.156124,1.109525,1.039176,1.113117,1.079741,1.27543
620,1.219025,1.141836,1.160211,1.108947,1.033618,1.112319,1.079984,1.279067
620.2,1.218674,1.143083,1.163887,1.114816,1.035978,1.109035,1.084263,1.27812
620.4,1.222218,1.145929,1.162104,1.11311,1.032603,1.112692,1.085769,1.272156
620.6,1.21981,1.142397,1.163548,1.110879,1.034883,1.114483,1.085114,1.276524
620.8,1.218179,1.143464,1.162288,1.111527,1.035425,1.111775,1.084976,1.271538
621,1.219048,1.143177,1.163747,1.109204,1.03921,1.110747,1.082176,1.276886
621.2,1.223854,1.140153,1.162023,1.113884,1.039561,1.114148,1.081593,1.276673
621.4,1.22048,1.145269,1.157398,1.111028,1.038038,1.11445,1.081736,1.269317
621.6,1.22311,1.141592,1.163573,1.112574,1.035309,1.113762,1.083488,1.275817
621.8,1.219242,1.142379,1.164963,1.111399,1.037435,1.115386,1.081214,1.274233
622,1.22029,1.145631,1.161996,1.112763,1.037397,1.111432,1.080347,1.269711
622.2,1.218786,1.146751,1.161926,1.114366,1.035344,1.110307,1.077866,1.278835
622.4,1.224398,1.140257,1.160617,1.114526,1.036132,1.109913,1.079153,1.273466
622.6,1.220429,1.144559,1.161333,1.117071,1.038872,1.106491,1.083182,1.277656
622.8,1.215915,1.142535,1.162401,1.111738,1.037789,1.111539,1.079737,1.271777
623,1.217473,1.14603,1.165523,1.112435,1.032212,1.113261,1.08093,1.278886
623.2,1.217274,1.146518,1.158929,1.110954,1.035029,1.111794,1.079935,1.277088
623.4,1.221754,1.143917,1.157974,1.109767,1.036365,1.108825,1.080295,1.276447
623.6,1.222368,1.141663,1.160304,1.114621,1.03463,1.10998,1.080922,1.274807
623.8,1.218668,1.142871,1.163289,1.115941,1.034808,1.111388,1.086041,1.274593
624,1.217836,1.146305,1.164904,1.111904,1.036442,1.111585,1.078667,1.274927
624.2,1.221213,1.142368,1.160785,1.112819,1.036599,1.10807,1.079989,1.279879
624.4,1.221268,1.141984,1.16257,1.11262,1.032345,1.10667,1.083952,1.276803
624.6,1.219948,1.146409,1.160704,1.113227,1.032871,1.109973,1.082792,1.277075
624.8,1.221741,1.143041,1.165499,1.113583,1.035409,1.11689,1.080449,1.273591
625,1.216018,1.146414,1.161161,1.113142,1.036893,1.113774,1.083227,1.269954
625.2,1.21827,1.146754,1.160135,1.113012,1.032755,1.11074,1.079299,1.270913
625.4,1.218359,1.140155,1.159734,1.113774,1.035852,1.111546,1.080195,1.277337
625.6,1.21715,1.146017,1.161284,1.11041,1.035895,1.109889,1.079885,1.274018
625.8,1.222862,1.144118,1.160618,1.111597,1.033142,1.110552,1.085059,1.273333
626,1.219499,1.142849,1.166035,1.11134,1.034047,1.110418,1.079151,1.275157
626.2,1.217732,1.144438,1.163552,1.116388,1.036487,1.115176,1.086711,1.271565
626.4,1.222017,1.14246,1.164325,1.113716,1.034491,1.108413,1.07787,1.273517
626.6,1.218755,1.144272,1.16188,1.110174,1.036344,1.108366,1.081721,1.275643
626.8,1.221122,1.143915,1.162528,1.114441,1.039505,1.112935,1.083115,1.274557
627,1.217404,1.141823,1.162495,1.111565,1.035732,1.111758,1.081574,1.278123
627.2,1.21739,1.143266,1.160902,1.111957,1.038088,1.107257,1.081552,1.273749
627.4,1.21984,1.144819,1.160209,1.106786,1.038677,1.113311,1.080532,1.275808
627.6,1.221072,1.138695,1.161829,1.108992,1.03206,1.110673,1.079582,1.275633
627.8,1.218606,1.142074,1.161199,1.112244,1.037387,1.110638,1.079329,1.276127
628,1.220631,1.137096,1.160452,1.113877,1.038411,1.107336,1.082545,1.277211
628.2,1.218728,1.143874,1.160607,1.114743,1.035681,1.113622,1.078416,1.271317
628.4,1.22172,1.139351,1.16108,1.106944,1.032725,1.111511,1.082616,1.276961
628.6,1.220911,1.144818,1.157287,1.111948,1.033062,1.108505,1.078716,1.274059
628.8,1.219296,1.141766,1.161123,1.11258,1.035589,1.11104,1.080366,1.275535
629,1.221829,1.141973,1.164831,1.113387,1.032954,1.111175,1.083316,1.277365
629.2,1.218881,1.1446,1.160703,1.113474,1.035477,1.113113,1.083167,1.272904
629.4,1.22053,1.146438,1.167132,1.11282,1.036718,1.114143,1.081393,1.27802
629.6,1.219696,1.141816,1.165786,1.110608,1.038965,1.114615,1.079985,1.272726
629.8,1.218194,1.142422,1.161538,1.109655,1.039041,1.111492,1.080205,1.272602
630,1.218486,1.140605,1.167372,1.111914,1.03653,1.115922,1.082782,1.272934
630.2,1.217174,1.139216,1.167163,1.11187,1.037311,1.108784,1.080202,1.273425
630.4,1.221246,1.139776,1.162047,1.109265,1.037266,1.109903,1.075424,1.275134
630.6,1.223468,1.145408,1.162495,1.107134,1.034004,1.11457,1.0819,1.276051
630.8,1.218523,1.141726,1.161174,1.10847,1.035828,1.107719,1.08281,1.27217
631,1.219924,1.150487,1.16367,1.111378,1.03764,1.114374,1.080577,1.272189
631.2,1.219325,1.142505,1.162845,1.11179,1.037463,1.113445,1.080885,1.273978
631.4,1.221105,1.148114,1.162094,1.114662,1.035218,1.116748,1.083614,1.272199
631.6,1.217093,1.143924,1.163956,1.11131,1.035376,1.113216,1.079296,1.275229
631.8,1.216699,1.141982,1.164699,1.113882,1.037293,1.111864,1.079334,1.277173
632,1.22229,1.145233,1.163232,1.108943,1.031504,1.110209,1.082228,1.274829
632.2,1.218328,1.144736,1.157888,1.111053,1.034308,1.111964,1.080705,1.275628
632.4,1.218198,1.1484,1.161475,1.114214,1.036203,1.112218,1.077282,1.27506
632.6,1.220544,1.145242,1.161937,1.112428,1.03716,1.109028,1.081143,1.27444
632.8,1.218232,1.142333,1.159132,1.110911,1.037565,1.109704,1.083432,1.271603
633,1.219236,1.139487,1.161189,1.113876,1.037768,1.110363,1.079849,1.277135
633.2,1.218526,1.144193,1.163627,1.115598,1.03691,1.108507,1.081451,1.275535
633.4,1.22189,1.14346,1.159603,1.11256,1.035021,1.110557,1.084336,1.277715
633.6,1.219079,1.139764,1.156638,1.106327,1.034133,1.10547,1.082557,1.272388
633.8,1.215845,1.140662,1.1564,1.108709,1.033546,1.112579,1.080148,1.272487
634,1.221335,1.143921,1.160016,1.111653,1.034734,1.109454,1.081617,1.274648
634.2,1.223314,1.144001,1.159454,1.115376,1.033748,1.111958,1.077917,1.277713
634.4,1.218924,1.143329,1.161994,1.110917,1.039308,1.105406,1.081283,1.272969
634.6,1.217434,1.144938,1.16151,1.111432,1.039855,1.106274,1.079577,1.274075
634.8,1.215794,1.143287,1.161665,1.112153,1.03713,1.111706,1.082871,1.275237
635,1.221032,1.139319,1.161602,1.112103,1.036222,1.109033,1.076301,1.275306
635.2,1.223356,1.144607,1.162863,1.112809,1.037147,1.113961,1.084668,1.276327
635.4,1.217798,1.14531,1.160745,1.112785,1.035599,1.110543,1.083079,1.276894
635.6,1.218535,1.144089,1.15889,1.110245,1.033321,1.104755,1.076672,1.277564
635.8,1.219447,1.140069,1.158428,1.110133,1.032939,1.109739,1.082014,1.274143
636,1.218642,1.140876,1.160126,1.109774,1.03527,1.110726,1.080629,1.275733
636.2,1.217204,1.139855,1.159436,1.112051,1.034529,1.11117,1.078766,1.277586
636.4,1.217038,1.146243,1.160128,1.110139,1.035167,1.107199,1.087526,1.277497
636.6,1.217576,1.143066,1.160539,1.112685,1.03447,1.10993,1.080051,1.273199
636.8,1.219607,1.135941,1.159632,1.109376,1.03607,1.105829,1.081672,1.276072
637,1.220581,1.143765,1.157963,1.108947,1.036711,1.108839,1.079816,1.271902
637.2,1.21597,1.143149,1.162903,1.109047,1.034116,1.10762,1.079523,1.272161
637.4,1.2205,1.139848,1.161059,1.108389,1.036574,1.108961,1.077536,1.272283
637.6,1.220447,1.142475,1.16494,1.112018,1.038664,1.111874,1.075729,1.277303
637.8,1.217616,1.141523,1.162927,1.110423,1.031371,1.107775,1.081261,1.279933
638,1.217097,1.139543,1.161424,1.113831,1.032365,1.108623,1.076148,1.274451
638.2,1.218408,1.13657,1.164186,1.108922,1.032825,1.113655,1.079692,1.273228
638.4,1.219447,1.145386,1.163377,1.113112,1.03711,1.112753,1.082031,1.274188
638.6,1.219781,1.14164,1.161522,1.109024,1.035969,1.111364,1.080718,1.277354
638.8,1.216549,1.144329,1.155995,1.112697,1.038031,1.112797,1.084799,1.275143
639,1.214172,1.142822,1.160005,1.1147,1.043319,1.112589,1.078398,1.27702
639.2,1.220442,1.143512,1.159994,1.112436,1.033774,1.102698,1.081728,1.274104
639.4,1.223372,1.141718,1.166339,1.113215,1.033573,1.110652,1.081417,1.273455
639.6,1.222948,1.140913,1.162605,1.115531,1.035494,1.110754,1.080269,1.275059
639.8,1.220798,1.14056,1.163976,1.114617,1.034095,1.109035,1.081079,1.274095
640,1.21042,1.129471,1.141894,1.097184,1.017182,1.095038,1.065653,1.264216
640.2,1.212513,1.146284,1.147358,1.103219,1.025295,1.095903,1.079031,1.270754
640.4,1.224907,1.148084,1.157918,1.105359,1.028396,1.108927,1.07849,1.276111
640.6,1.224574,1.152787,1.156376,1.11128,1.027033,1.112706,1.083114,1.283371
640.8,1.234505,1.165199,1.161353,1.116012,1.033621,1.111654,1.089593,1.283914
641,1.234176,1.170646,1.16721,1.122579,1.035241,1.114543,1.089698,1.296696
641.2,1.240924,1.172232,1.170315,1.122723,1.038857,1.12113,1.093582,1.298419
641.4,1.24622,1.184809,1.174589,1.128489,1.037962,1.122433,1.097699,1.301332
641.6,1.248421,1.184953,1.175391,1.129547,1.044783,1.125612,1.104312,1.302694
641.8,1.255973,1.191644,1.179514,1.129941,1.041938,1.127667,1.103687,1.312939
642,1.260606,1.199699,1.178501,1.136361,1.046811,1.125017,1.102391,1.316253
642.2,1.257614,1.202193,1.181268,1.135886,1.045618,1.129575,1.104556,1.319492
642.4,1.263608,1.210247,1.185966,1.139133,1.04489,1.130429,1.111456,1.31946
642.6,1.263449,1.209768,1.18989,1.140514,1.043737,1.133906,1.110521,1.325735
642.8,1.277341,1.2137,1.189841,1.144335,1.045809,1.135434,1.115081,1.328702
643,1.278117,1.219741,1.186554,1.147296,1.047042,1.139314,1.115267,1.334638
643.2,1.278374,1.22621,1.190517,1.149699,1.046961,1.141615,1.121742,1.334182
643.4,1.282593,1.228522,1.194734,1.148208,1.050613,1.142347,1.115406,1.337429
643.6,1.283204,1.238886,1.194155,1.154388,1.049834,1.141361,1.124782,1.338112
643.8,1.284693,1.236368,1.19482,1.151011,1.052665,1.139985,1.12272,1.340959
644,1.290485,1.240344,1.195538,1.148846,1.050734,1.147894,1.125684,1.345658
644.2,1.291935,1.245758,1.194749,1.157552,1.055166,1.152759,1.125587,1.34895
644.4,1.291576,1.244485,1.196639,1.160005,1.052087,1.148372,1.133363,1.349577
644.6,1.294412,1.253358,1.200554,1.164307,1.053837,1.147598,1.127746,1.350115
644.8,1.302225,1.255449,1.200474,1.162534,1.052905,1.150202,1.128901,1.354967
645,1.306538,1.257056,1.204846,1.16588,1.057535,1.15059,1.132153,1.356045
645.2,1.309407,1.258013,1.204552,1.16336,1.058189,1.153743,1.140198,1.360788
645.4,1.309838,1.258906,1.202618,1.163315,1.057541,1.150503,1.138156,1.359791
645.6,1.307852,1.270041,1.201307,1.167166,1.05238,1.154037,1.139458,1.362004
645.8,1.317901,1.261985,1.210056,1.165333,1.054856,1.15256,1.134698,1.366993
646,1.316801,1.270081,1.208229,1.172032,1.057725,1.158299,1.140949,1.364677
646.2,1.317709,1.270424,1.208857,1.17055,1.057195,1.1579,1.141096,1.373721
646.4,1.316507,1.274688,1.211519,1.170901,1.054921,1.157661,1.143732,1.367354
646.6,1.320438,1.274678,1.209291,1.17615,1.06029,1.157664,1.147457,1.373189
646.8,1.324343,1.27517,1.209807,1.174092,1.056346,1.159731,1.14901,1.374494
647,1.325434,1.279149,1.214504,1.168828,1.058479,1.159924,1.148865,1.376158
647.2,1.326957,1.281664,1.210855,1.177797,1.058204,1.165181,1.14871,1.378849
647.4,1.32648,1.284151,1.213329,1.172451,1.056012,1.162955,1.150019,1.379914
647.6,1.331947,1.287171,1.21471,1.177082,1.059427,1.162659,1.150698,1.383831
647.8,1.330003,1.285355,1.215877,1.175004,1.060653,1.16636,1.155887,1.384046
648,1.334644,1.29221,1.214865,1.177561,1.061954,1.166776,1.151798,1.386673
648.2,1.33805,1.294682,1.216356,1.182676,1.060116,1.165942,1.157603,1.389665
648.4,1.338163,1.290778,1.217351,1.180129,1.06401,1.170056,1.154099,1.390485
648.6,1.336877,1.295296,1.219387,1.183493,1.061544,1.172878,1.157248,1.385769
648.8,1.339738,1.301861,1.218747,1.184809,1.062262,1.167174,1.158784,1.390508
649,1.339143,1.304492,1.218733,1.189538,1.05946,1.171165,1.158675,1.390915
649.2,1.338782,1.302501,1.220183,1.183015,1.060632,1.172364,1.164794,1.393898
649.4,1.349938,1.302076,1.218794,1.187074,1.06272,1.170339,1.159129,1.397598
